序号,专项,报警编号,报警等级,现场工作人员核实-是否误报,综合研判-误报,研判备注,现场核实内容,报警状态,监测指标,设备标识码,设备名称,设施名称,报警生成时间,初次报警时间,初次报警值,报警阈值,当前报警值,报警核实时间,操作人员,报警处置时间,处置内容,操作人员.1,消警时间,消警内容,回复附件,初次报警时间.1,报警前10次推送值,推送时间10,报警前9次推送值,推送时间9,报警前8次推送值,推送时间8,报警前7次推送值,推送时间7,报警前6次推送值,推送时间6,报警前5次推送值,推送时间5,报警前4次推送值,推送时间4,报警前3次推送值,推送时间3,报警前2次推送值,推送时间2,报警前1次推送值,推送时间1,报警后1次推送值,推送时间2-1,报警后2次推送值,推送时间2-2,报警后3次推送值,推送时间2-3,报警后4次推送值,推送时间2-4,报警后5次推送值,推送时间2-5,报警后6次推送值,推送时间2-6,报警后7次推送值,推送时间2-7,报警后8次推送值,推送时间2-8,报警后9次推送值,推送时间2-9,报警后10次推送值,推送时间2-10
124,燃气爆炸,RQ011981950275178684419,3,是,误报,多次/连续报警，暂维持现场判断,现场检测正常,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 13:06:00,2025-10-25 13:05:41,19.76,10.0,19.76,2025-10-25 13:08:07,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761368883106.jpg,19.76,2025-10-25 12:05:41,19.76,2025-10-25 11:05:43,19.76,2025-10-25 10:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 08:05:43,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,19.76,2025-10-25 19:05:41,19.76,2025-10-25 20:05:41,19.76,2025-10-25 21:05:42,19.76,2025-10-25 22:05:41,19.76,2025-10-25 23:05:41,
125,燃气爆炸,RQ011981935179652009988,3,是,误报,多次/连续报警，暂维持现场判断,现场检测无漏气,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 12:06:00,2025-10-25 12:05:41,19.76,10.0,19.76,2025-10-25 12:09:09,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761365345448.jpg,19.76,2025-10-25 11:05:43,19.76,2025-10-25 10:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 08:05:43,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,19.76,2025-10-25 19:05:41,19.76,2025-10-25 20:05:41,19.76,2025-10-25 21:05:42,19.76,2025-10-25 22:05:41,
126,燃气爆炸,RQ011981920086226853893,3,是,误报,多次/连续报警，暂维持现场判断,现场检测无漏气,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 11:06:00,2025-10-25 11:05:43,19.76,10.0,19.76,2025-10-25 11:08:55,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761361734362.jpg,19.76,2025-10-25 10:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 08:05:43,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,19.76,2025-10-25 19:05:41,19.76,2025-10-25 20:05:41,19.76,2025-10-25 21:05:42,
127,燃气爆炸,RQ011981904984064790529,3,是,误报,多次/连续报警，暂维持现场判断,现场检测无漏气,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 10:06:00,2025-10-25 10:05:43,19.76,10.0,19.76,2025-10-25 10:12:01,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761358321074.jpg,19.76,2025-10-25 09:05:41,19.76,2025-10-25 08:05:43,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,19.76,2025-10-25 19:05:41,19.76,2025-10-25 20:05:41,
128,燃气爆炸,RQ011981889877976944641,3,是,误报,多次/连续报警，暂维持现场判断,现场检测无漏气,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 09:06:00,2025-10-25 09:05:41,19.76,10.0,19.76,2025-10-25 09:37:01,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761356220420.jpg,19.76,2025-10-25 08:05:43,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,19.76,2025-10-25 19:05:41,
129,燃气爆炸,RQ011981874783620567041,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 08:06:00,2025-10-25 08:05:43,19.76,10.0,19.76,2025-10-25 08:07:02,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761350819874.jpg,19.76,2025-10-25 07:05:40,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,19.76,2025-10-25 18:05:42,
130,燃气爆炸,RQ011981859674647040007,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 07:06:00,2025-10-25 07:05:40,19.76,10.0,19.76,2025-10-25 07:06:50,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761347206109.jpg,19.76,2025-10-25 06:05:41,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,19.76,2025-10-25 17:05:41,
131,燃气爆炸,RQ011981844578004766721,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 06:06:00,2025-10-25 06:05:41,19.76,10.0,19.76,2025-10-25 06:06:52,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761343603302.jpg,19.76,2025-10-25 05:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,19.76,2025-10-25 16:05:41,
132,燃气爆炸,RQ011981829476639707137,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 05:06:00,2025-10-25 05:05:41,19.76,10.0,19.76,2025-10-25 05:06:43,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761339992172.jpg,19.76,2025-10-25 04:05:42,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,19.76,2025-10-25 15:05:40,
133,燃气爆炸,RQ011981814385085210626,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 04:06:00,2025-10-25 04:05:42,19.76,10.0,19.76,2025-10-25 04:06:45,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761336394370.jpg,19.76,2025-10-25 03:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,19.76,2025-10-25 14:05:43,
134,燃气爆炸,RQ011981799278829592578,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 03:06:00,2025-10-25 03:05:41,19.76,10.0,19.76,2025-10-25 03:06:53,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761332801229.jpg,19.76,2025-10-25 02:05:43,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,19.76,2025-10-25 13:05:41,
135,燃气爆炸,RQ011981784187878903809,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 02:06:00,2025-10-25 02:05:43,19.76,10.0,19.76,2025-10-25 02:07:46,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761329235154.jpg,19.76,2025-10-25 01:05:43,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,19.76,2025-10-25 12:05:41,
136,燃气爆炸,RQ011981769086513930245,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 01:21:58,2025-10-25 01:05:43,19.76,10.0,19.76,2025-10-25 01:22:36,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761326556360.jpg,19.76,2025-10-25 00:05:41,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,19.76,2025-10-25 11:05:43,
137,燃气爆炸,RQ011981753981554352136,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-25 00:06:00,2025-10-25 00:05:41,19.76,10.0,19.76,2025-10-25 00:06:47,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761322007006.jpg,19.76,2025-10-24 23:05:41,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,19.76,2025-10-25 10:05:43,
138,燃气爆炸,RQ011981738881938231298,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-24 23:06:00,2025-10-24 23:05:41,19.76,10.0,19.76,2025-10-24 23:09:02,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761318540962.jpg,19.76,2025-10-24 22:05:40,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,9.38,2025-10-24 13:05:40,19.76,2025-10-25 00:05:41,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,19.76,2025-10-25 09:05:41,
139,燃气爆炸,RQ011981723783643402241,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-24 22:06:00,2025-10-24 22:05:40,19.76,10.0,19.76,2025-10-24 22:06:26,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761314785502.jpg,19.76,2025-10-24 21:05:42,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,9.38,2025-10-24 13:05:40,4.02,2025-10-24 12:05:40,19.76,2025-10-24 23:05:41,19.76,2025-10-25 00:05:41,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,19.76,2025-10-25 08:05:43,
140,燃气爆炸,RQ011981708686917242881,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-24 21:06:00,2025-10-24 21:05:42,19.76,10.0,19.76,2025-10-24 21:07:03,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761311223124.jpg,19.76,2025-10-24 20:05:41,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,9.38,2025-10-24 13:05:40,4.02,2025-10-24 12:05:40,5.43,2025-10-24 11:05:43,19.76,2025-10-24 22:05:40,19.76,2025-10-24 23:05:41,19.76,2025-10-25 00:05:41,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,19.76,2025-10-25 07:05:40,
141,燃气爆炸,RQ011981693582381412356,3,是,误报,多次/连续报警，暂维持现场判断,误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-24 20:06:00,2025-10-24 20:05:41,19.76,10.0,19.76,2025-10-24 20:08:49,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761307729120.jpg,17.76,2025-10-24 19:05:43,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,9.38,2025-10-24 13:05:40,4.02,2025-10-24 12:05:40,5.43,2025-10-24 11:05:43,5.53,2025-10-24 10:05:41,19.76,2025-10-24 21:05:42,19.76,2025-10-24 22:05:40,19.76,2025-10-24 23:05:41,19.76,2025-10-25 00:05:41,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,19.76,2025-10-25 06:05:41,
142,燃气爆炸,RQ011981678490755526658,3,是,误报,多次/连续报警，暂维持现场判断,现场无泄漏，误报警,消警,RQ0101,HD76_389_A1,瑧湾雅筑2AS4G,[NULL],2025-10-24 19:06:00,2025-10-24 19:05:43,17.76,10.0,17.76,2025-10-24 19:50:50,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761306604140_1761306648888.jpg,4.91,2025-10-24 18:05:40,4.16,2025-10-24 17:05:40,4.6,2025-10-24 16:05:40,4.26,2025-10-24 15:05:41,1.2,2025-10-24 14:05:40,9.38,2025-10-24 13:05:40,4.02,2025-10-24 12:05:40,5.43,2025-10-24 11:05:43,5.53,2025-10-24 10:05:41,19.73,2025-10-24 09:05:42,19.76,2025-10-24 20:05:41,19.76,2025-10-24 21:05:42,19.76,2025-10-24 22:05:40,19.76,2025-10-24 23:05:41,19.76,2025-10-25 00:05:41,19.76,2025-10-25 01:05:43,19.76,2025-10-25 02:05:43,19.76,2025-10-25 03:05:41,19.76,2025-10-25 04:05:42,19.76,2025-10-25 05:05:41,
143,燃气爆炸,RQ011981629232253673476,3,否,误报,回填不一致，以文字图片为主,在测线,消警,RQ0101,8601370762953010003,港城储配站可燃气体浓度,[NULL],2025-10-24 15:51:00,2025-10-24 15:50:00,13.0,10.0,13.0,2025-10-24 16:00:06,胡磊,2025-10-24 16:01:28,在侧线，现场无安全问题,胡磊,2025-10-24 16:01:36,在侧线，现场无安全隐患,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1761292774008_1761292804991.jpg,0.0,2025-10-24 15:41:06,0.0,2025-10-24 15:31:06,0.0,2025-10-24 15:21:05,0.0,2025-10-24 15:11:05,0.0,2025-10-24 15:01:04,0.0,2025-10-24 14:51:03,0.0,2025-10-24 14:47:16,0.0,2025-10-24 14:41:03,0.0,2025-10-24 14:31:02,0.0,2025-10-24 14:21:02,0.0,2025-10-24 15:51:07,5.0,2025-10-24 15:53:24,0.0,2025-10-24 15:57:11,0.0,2025-10-24 16:07:09,0.0,2025-10-24 16:17:10,0.0,2025-10-24 16:27:11,0.0,2025-10-24 16:37:11,0.0,2025-10-24 16:47:12,0.0,2025-10-24 16:57:12,0.0,2025-10-24 17:07:13,
144,燃气爆炸,RQ011981601613390962691,3,是,误报,多次/连续报警，暂维持现场判断,误报,消警,RQ0101,SX▪F003,地下井室智能燃气泄漏检测装置,检测点1,2025-10-24 14:01:00,2025-10-24 14:00:00,16.0,0.0,16.0,2025-10-24 14:07:37,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_6243_1761286056800.jpeg,93.0,2025-10-24 13:00:00,0.0,2025-10-24 13:00:00,0.0,2025-10-24 12:00:00,93.0,2025-10-24 12:00:00,0.0,2025-10-24 12:00:00,16.0,2025-10-24 12:00:00,16.0,2025-10-24 11:00:00,0.0,2025-10-24 11:00:00,93.0,2025-10-24 11:00:00,0.0,2025-10-24 11:00:00,0.0,2025-10-24 14:00:00,93.0,2025-10-24 14:00:00,93.0,2025-10-24 14:57:04,0.0,2025-10-24 14:57:04,0.0,2025-10-24 14:57:04,16.0,2025-10-24 14:57:04,0.0,2025-10-24 15:00:00,0.0,2025-10-24 15:00:00,93.0,2025-10-24 15:00:00,0.0,2025-10-24 16:00:00,
145,燃气爆炸,RQ011981601623344095234,3,是,误报,,误报,消警,RQ0101,HJF030,地下井室智能燃气泄漏检测装置,检测点1,2025-10-24 14:01:00,2025-10-24 14:00:00,1.0,0.0,1.0,2025-10-24 14:17:48,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/IMG_20251024_141604_1761286660280.jpg,1.0,2025-10-24 13:00:00,0.0,2025-10-24 12:00:00,22.0,2025-10-24 12:00:00,97.0,2025-10-24 12:00:00,22.0,2025-10-24 11:00:00,1.0,2025-10-24 11:00:00,0.0,2025-10-24 11:00:00,97.0,2025-10-24 10:00:00,22.0,2025-10-24 09:00:00,97.0,2025-10-24 08:00:00,97.0,2025-10-24 14:00:00,0.0,2025-10-24 14:00:00,22.0,2025-10-24 14:00:00,0.0,2025-10-24 14:57:04,97.0,2025-10-24 14:57:04,22.0,2025-10-24 14:57:04,1.0,2025-10-24 14:57:04,22.0,2025-10-24 15:00:00,1.0,2025-10-24 15:00:00,22.0,2025-10-24 16:00:00,
146,燃气爆炸,RQ011981314722821251074,3,是,误报,多次/连续报警，暂维持现场判断,设备误报,消警,RQ0101,SX▪F003,地下井室智能燃气泄漏检测装置,检测点1,2025-10-23 19:01:00,2025-10-23 19:00:00,16.0,5.0,16.0,2025-10-23 19:12:50,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/1761214698859_100_1761217969678.PNG,16.0,2025-10-23 18:00:00,0.0,2025-10-23 17:00:00,16.0,2025-10-23 17:00:00,0.0,2025-10-23 17:00:00,93.0,2025-10-23 17:00:00,0.0,2025-10-23 16:00:00,0.0,2025-10-23 16:00:00,16.0,2025-10-23 16:00:00,0.0,2025-10-23 15:00:00,0.0,2025-10-23 15:00:00,93.0,2025-10-23 19:00:00,16.0,2025-10-23 19:00:00,0.0,2025-10-23 19:00:00,0.0,2025-10-23 20:00:00,16.0,2025-10-23 20:00:00,93.0,2025-10-23 20:00:00,0.0,2025-10-23 20:00:00,0.0,2025-10-23 21:00:00,0.0,2025-10-23 21:00:00,93.0,2025-10-23 21:00:00,
147,燃气爆炸,RQ011981299622257254402,3,是,误报,多次/连续报警，暂维持现场判断,设备误报,消警,RQ0101,SX▪F003,地下井室智能燃气泄漏检测装置,检测点1,2025-10-23 18:01:00,2025-10-23 18:00:00,16.0,5.0,16.0,2025-10-23 18:18:38,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/1761214698859_100_1761214717661.PNG,0.0,2025-10-23 17:00:00,16.0,2025-10-23 17:00:00,0.0,2025-10-23 17:00:00,93.0,2025-10-23 17:00:00,0.0,2025-10-23 16:00:00,0.0,2025-10-23 16:00:00,16.0,2025-10-23 16:00:00,0.0,2025-10-23 15:00:00,0.0,2025-10-23 15:00:00,16.0,2025-10-23 15:00:00,0.0,2025-10-23 19:00:00,93.0,2025-10-23 19:00:00,16.0,2025-10-23 19:00:00,0.0,2025-10-23 19:00:00,0.0,2025-10-23 20:00:00,16.0,2025-10-23 20:00:00,93.0,2025-10-23 20:00:00,0.0,2025-10-23 20:00:00,0.0,2025-10-23 21:00:00,0.0,2025-10-23 21:00:00,
